"image_1_text","image_2_text","database","image","number"
"a kitchen with high end appliances and white walls and cabinets","a kitchen with high end appliances and white walls and cabinets, and hanging bulbs.","wolfe2","022_R_lamp","3"
"a large, well furnished kitchen with two hanging lights","a large, well furnished kitchen with trhee hanging lights","wolfe2","022_R_lamp","4"
"nice kitchen with an island. the island has two hanging lights above it","nice kitchen with an island. the island has three hanging lights above it","wolfe2","022_R_lamp","5"
"a large kitchen with two green items  hanging above the center","a large kitchen that has three green items hanging above the center","wolfe2","022_R_lamp","6"
"rustic outdoor patio area with tv, furniture and fireplace","rustic outdoor patio area with tv, furniture, fireplace and remote for the tv on end table","wolfe2","023_L_remote","1"
"an outdoor living sace with a tv on a fire place, several chairs and snacks on a table. ","an outdoor living space with a large tv on a fire place, chairs and snacks, and a remote on the table.","wolfe2","023_L_remote","2"
"living room with rustic feel","living room with rustic feel and remote control on table between the chairs","wolfe2","023_L_remote","3"
"there is nothing on the table","a remote control is on the table","wolfe2","023_L_remote","4"
"there is a tv in this outdoor living space but the tv is missing a remote.","this outdoor living space is complete with everything it needs to function well.","wolfe2","023_L_remote","5"
"a patio with a tv","a patio with a tv and remote","wolfe2","023_L_remote","6"
"a family lounge area of middle class flavor","the remote control for the family tv room","wolfe2","023_L_remote","7"
"a glass table in between chairs","a tv remote sitting on a glass table","wolfe2","023_L_remote","8"
"an outdoor padio with lighting and a tv","an outdoor padio with a remote missing","wolfe2","023_R_remote","1"
"it is a picutre of a living room or family room with lounge furniture and glass tables.","it is a picture of a living room or family room with lounge furniture and glass tables and the tv remote is on top of the closest table. ","wolfe2","023_R_remote","2"
"it's a pretty modern hangout area that appears to be in the patio or backyard.","modern hangout area in the patio or backyard, but there is now a remote control on the table for the tv.","wolfe2","023_R_remote","3"
" a modern sun porch with brick walls, rattan furniture, and a large television, with views of the garden outside","a moden sun porch with brick walls, rattan furniture, a tv remote on a side table, and a large television, with views of the garden outside","wolfe2","023_R_remote","4"
"an outdoor bathroom area that has seating and a private patio","an outdoor bathroom area that has seating and a private patio, complete with extra towels","wolfe2","024_L_towels","1"
"a big room with sinks and two sets of towels below it","a big room with sinks and three sets of towels below it","wolfe2","024_L_towels","2"
"a bathroom vanity with large bath towels","a bathroom vanity with large medium and small towels","wolfe2","024_L_towels","3"
"an open room with two stacks of towels under the sink","an open room with three stacks of towels under the sink","wolfe2","024_L_towels","4"
"a calm looking room overlooking the mountains with one set of towels on the left side of a basket on the bottom shelf of a cabinet"," a calm looking room overlooking the mountains with two sets of towels, one on the right and one on the left side of a basket on the bottom shelf of a cabinet","wolfe2","024_L_towels","5"
"an open wooden bathroom with two stacks of towels under the sink.","an open wooden bathroom with one stack of towels under the sink","wolfe2","024_L_towels","6"
"a beautiful open air bathroom complete with 2 stacks of towels","a beautiful open air bathroom complete with 3 stacks of towels","wolfe2","024_L_towels","7"
"a sink and counter in a room.","a sink and counter in a room with handtowels add the the bottom shelf.num_enter","wolfe2","024_R_towels","1"
"there are two stacks of towels folded under the sink in the bathroom.","there are three stacks of folded towels under the sink in the bathroom. ","wolfe2","024_R_towels","2"
"a sink area that looks very zen and has a basket plus a stack of four towels under it","a sink area that looks very zen and has a basket plus two stacks of four towels each under it","wolfe2","024_R_towels","3"
"a bathroom with a large mirror and two sinks, with a basket and four stacked towels under the sinks","a bathroom with a large mirror and two sinks with a basket and nine stacked towels under the sinks","wolfe2","024_R_towels","4"
"a clean living room with 5 colorful statues","a clean living room with 6 colorful statues","wolfe2","025_L_vase","1"
"a modern looking living room with plenty of natural light, and plenty of clean looking white with 5 decorative pieces on the back shelf","a modern looking living room with plenty of natural light, and plenty of clean looking white with 6 decorative pieces on the back shelf","wolfe2","025_L_vase","2"
"a living room with huge windows looking outside with a bookcase that has one item in the bottom left space","a living room with huge windows looking outside with a bookcase that has two items in the bottom left space","wolfe2","025_L_vase","3"
"a nice living room with a shelf that contains a club","a nice living room with a shelf that contains two clubs","wolfe2","025_L_vase","4"
"a modern looking beach house living room with 1 beige long decoration on the shelf behind the couch.","a modern looking beach house living room with 2 beige long decorations on the shelf behind the couch.","wolfe2","025_R_vase","1"
"there is one piece of art on the right side of a shelf in the living room","there are two pieces of art on the right side of a shelf in the living room","wolfe2","025_R_vase","2"
"a living room with a large window, two couches, a table with books on it, and a shelf with one narrow wooden thing in the lower right corner","a living room with a large window, two couches, a table with books on it, and a shelf with two narrow wooden things in the lower right corner","wolfe2","025_R_vase","3"
"a room in a house with two sofas, a table, and a shelving unit that has one long, pale art object","a room in a house with two sofas, a table, and a shelving unit that has two long, pale art objects","wolfe2","025_R_vase","4"
"a modern living room with a view of a park, white couches, and two pointy art pieces on a built-in wood shelving system","a modern living room with a view of a park, white couches, and three pointy art pieces on a built-in wood shelving system","wolfe2","025_R_vase","5"
"a beige colored wall in a spacious bathroom","a wooden floating shelf on the wall of a spacious bathroom","wolfe2","026_L_rack","1"
" bathroom wit wood toilet, shower, and 4 decrative soaps","bathroom with wood toilet, shower, 4 decrative soaps under a shelf","wolfe2","026_L_rack","2"
"clean restroom without a storage shelf on the wall beneath the mirror","clean restroom with a storage shelf on the wall beneath the mirror","wolfe2","026_L_rack","3"
"a bathroom with a wood commode top","a bathroom with a wood commode top and a shelf","wolfe2","026_L_rack","4"
"a white bathroom with wood accents that has one shelf above the wooden counter","a white bathroom with wood accents that has two shelves above the wooden counter","wolfe2","026_R_rack","1"
